id,player_id,pff_player_id,player_name,team_name,position,season,current_primary_grade
3240bd87-f51d-471e-ae7e-8f2330cb1784,f3dbabc8-4786-47aa-832c-6aff497af5b8,-75238522,Sekou Roland,,LB,2025,
eea56ed4-acbe-4f44-9fb4-ae98d8483159,3af94bbc-a893-4ede-a7a5-af75c6637931,-228590717,Taeshawn Alston,South Carolina,LB,2025,
48dece02-4c98-458e-a7a1-804b4aaa3826,4982969c-7766-4efd-809b-61fddab8846f,-388561696,Talibi Kaba,Rutgers,LB,2025,
5c954f30-a729-4e8c-8262-27151687f930,08ac93d6-458e-4a68-8b7e-fed42a289109,-192633107,Trace Meadows,,LB,2025,
6223df53-543c-4ffa-a189-6f6dc59bdb96,c7e2be3d-dbea-40a5-baff-81880ea57432,-1003038868,Troy Ford,UCF,LB,2025,
b306c19d-e968-47ef-8b91-3fa4f0658f92,b59ced29-f794-417f-b938-562877936ccf,-382799027,Ty Howard,Ohio State,LB,2025,
3889a133-6bd7-4c7a-bb6b-e2fcc1994acb,70575fed-0454-444e-8e91-2bc4598ec7fb,-213703339,Tyler Cain,Slippery Rock,LB,2025,
2fcc87f6-e811-4e63-bf42-58650c5fe400,4cb64502-4bda-4fbb-8529-9d5f7ce9a4ea,-1834406869,Tyler Prasuhn,Arizona,LB,2025,
eed55bc2-4707-4f4d-85f4-44444dd12299,390095d7-c52d-4507-bd59-8e44a5616cf2,-612881003,Zion Fonua,Abilene Christian,LB,2025,
6ca6cd52-9ee0-4d04-8674-d57a9983457b,14ac4876-bbb3-40b6-b80f-b6444bfeae08,-1462042307,Zyion Freer-Brown,Dartmouth,LB,2025,
d72fdb05-2bce-46f0-9481-dd2479d7cbf0,282e5a92-36ae-4139-a1f9-15008c6dc2e7,-709538153,Adrian Griffin,South Alabama,OL,2025,
ff38c5fa-9c18-4e4c-a649-3fa283bc1156,19f60c73-8509-4f24-982b-da4a3ba391a9,-835443439,Aidan Johnson,,OL,2025,
bcac8957-9cbd-44a0-abb8-f0065e6b5ca4,4553cd9d-1c52-452f-9873-5859393933a2,-1341185286,Ailama Morton,Nevada,OL,2025,
0da6183e-83d9-45bf-b532-9a5d96288353,1af29693-91a7-4fd9-8e05-de3a246abf70,-841241686,Andrew Threatt,Charleston Southern,OL,2025,
c31fd01e-4e6d-4562-8bc7-af087a49bc97,11653724-4d65-4aaa-b470-24f5e43e44d4,-1256408031,Antonio Tripp,Florida International,OL,2025,
